30	0	0	4232	24326	1	
31	0	0	4232	24326	1	
32	0	0	4232	24328	1	
33	0	0	4242	24332	1	
34	60	0	4264	24342	1	
35	120	60	4297	24359	1	
36	120	60	4335	24381	1	
37	120	60	4380	24407	1	
38	180	60	4436	24439	1	
39	180	120	4497	24474	1	
40	240	120	4565	24514	1	
41	240	120	4641	24560	1	
42	300	180	4726	24609	1	
43	300	180	4818	24662	1	
44	360	180	4917	24720	1	
45	360	240	5025	24784	1	
46	420	240	5142	24852	1	
47	420	240	5264	24926	1	
48	480	240	5396	25004	1	
49	480	300	5537	25086	1	
50	540	300	5686	25175	1	
51	540	300	5844	25267	1	
52	600	360	6010	25364	1	
53	660	360	6186	25465	1	
54	660	360	6372	25572	1	
55	720	360	6566	25683	1	
56	720	420	6768	25799	1	
57	780	420	6978	25921	1	
58	780	420	7195	26047	1	
59	840	480	7422	26179	1	
60	840	480	7658	26317	1	
61	900	480	7904	26458	1	
62	900	540	8158	26605	1	
63	960	540	8424	26758	1	
64	1020	540	8699	26916	1	
65	1020	600	8984	27080	1	
66	1080	600	9275	27249	1	
67	1080	600	9578	27424	1	
68	1140	660	9891	27606	1	
69	1200	660	10215	27792	1	
70	1200	720	10549	27986	1	
71	1260	720	10893	28184	1	
72	1320	720	11247	28390	1	
73	1320	780	11610	28601	1	
74	1380	780	11984	28818	1	
75	1380	780	12366	29042	1	
76	1440	840	12759	29271	1	
77	1500	840	13160	29506	1	
78	1500	900	13574	29748	1	
79	1560	900	13995	29996	1	
80	1560	900	14426	30252	1	
81	1620	960	14864	30513	1	
82	1620	960	15302	30781	1	
83	1680	1020	15758	31056	1	
84	1740	1020	16226	31336	1	
85	1740	1080	16702	31625	1	
86	1800	1080	17188	31922	1	
87	1800	1080	17684	32224	1	
88	1860	1140	18191	32534	1	
89	1920	3220980852	18707	4294934610	1	
90	1920	1200	19231	4294934934	1	
91	1980	1200	19764	4294935265	1	
92	1980	1260	20308	4294935606	1	
93	2040	1260	20860	4294935954	1	
94	2100	1320	21424	4294936310	1	
95	2100	1320	21994	4294936675	1	
96	2160	1380	22576	4294937049	1	
97	2160	1380	23165	4294937431	1	
98	2220	1440	23763	4294937820	1	
99	2220	1440	24369	4294938217	1	
100	2280	1500	24987	4294938624	1	
101	2340	1500	25616	4294939039	1	
102	2400	1560	26259	4294939462	1	
103	2400	1560	26915	4294939895	1	
104	2400	1620	27571	4294940334	1	
105	2400	1680	28228	4294940785	1	
106	2520	1680	28905	4294941243	1	
107	2580	1680	29596	4294941707	1	
108	2580	1740	30296	4294942181	1	
109	2640	1800	31004	4294942664	1	
110	2640	1800	31720	4294943155	1	
111	2700	1860	32444	4294943653	1	
112	3220982412	1860	4294934936	4294944160	1	
113	2760	1860	4294935676	4294944673	1	
114	2760	1920	4294936426	4294945197	1	
115	2820	1920	4294937181	4294945725	1	
116	2820	1980	4294937944	4294946262	1	
117	2880	1980	4294938716	4294946806	1	
118	2880	2040	4294939495	4294947360	1	
119	2940	2100	4294940282	4294947922	1	
120	2940	2100	4294941077	4294948490	1	
121	2940	2100	4294941878	4294949067	1	
122	3000	2160	4294942688	4294949650	1	
123	3000	2160	4294943504	4294950242	1	
124	3060	2220	4294944326	4294950842	1	
125	3060	2220	4294945156	4294951448	1	
126	3120	2280	4294945992	4294952064	1	
127	3120	2280	4294946836	4294952688	1	
128	3180	2340	4294947690	4294953320	1	
129	3180	2340	4294948548	4294953959	1	
130	3180	2400	4294949415	4294954606	1	
131	3240	2400	4294950290	4294955263	1	
132	3240	2400	4294951166	4294955919	1	
133	3240	2400	4294952041	4294956576	1	
134	3300	2460	4294952930	4294957246	1	
135	3300	2520	4294953827	4294957927	1	
136	3360	2520	4294954732	4294958616	1	
137	3360	2580	4294955643	4294959314	1	
138	3420	2580	4294956560	4294960018	1	
139	3420	2640	4294957484	4294960730	1	
140	3420	2640	4294958413	4294961447	1	
141	3480	2700	4294959349	4294962172	1	
142	3480	2700	4294960294	4294962904	1	
143	3540	2760	4294961244	4294963644	1	
144	3540	2760	4294962199	4294964390	1	
145	3540	2760	4294963160	4294965144	1	
146	3600	2820	4294964128	4294965905	1	
147	3600	2820	4294965101	4294966674	1	
148	3660	2880	4294966080	153	1	
149	3660	2880	4294967065	939	1	
150	3660	2940	760	1730	1	
151	3720	3000	1756	2540	1	
152	3720	3060	2758	3362	1	
153	3720	3060	3765	4192	1	
154	3780	3120	4778	5033	1	
155	3780	3120	5796	5884	1	
156	3780	3180	6818	6748	1	
157	3780	3240	7845	7620	1	
158	3840	3240	8875	8500	1	
159	3840	3300	9909	9385	1	
160	3840	3300	10948	10280	1	
161	3900	3360	11995	11182	1	
162	3900	3360	13045	12089	1	
163	3900	3360	14102	13003	1	
164	3960	3420	15165	13924	1	
165	3960	3420	16233	14850	1	
166	3960	3480	17306	15788	1	
167	4020	3480	18384	16729	1	
168	4020	3540	19465	17678	1	
169	4020	3540	20552	18631	1	
170	4080	3540	21642	19588	1	
171	4080	3600	22736	20554	1	
172	4080	3600	23836	21524	1	
173	4080	3600	24940	22501	1	
174	4140	3660	26049	23488	1	
175	4140	3660	27162	24472	1	
176	4140	3660	28279	25462	1	
177	4140	3720	29400	26457	1	
178	4200	3720	30524	27461	1	
179	4200	3720	31648	28469	1	
180	3220983912	3780	4294934536	29485	1	
181	4200	3780	4294935664	30504	1	
182	4260	3840	4294936804	31537	1	
183	4260	3840	4294937948	32578	1	
184	4260	3220983612	4294939099	4294935382	1	
185	4320	3900	4294940255	4294936433	1	
186	4320	3900	4294941413	4294937489	1	
187	4320	3960	4294942575	4294938551	1	
188	4320	3960	4294943742	4294939619	1	
189	4320	3960	4294944911	4294940692	1	
190	4380	4020	4294946084	4294941770	1	
191	4380	4020	4294947260	4294942854	1	
192	4380	4020	4294948440	4294943942	1	
193	4380	4080	4294949622	4294945034	1	
194	4380	4080	4294950808	4294946135	1	
195	4440	4080	4294951996	4294947240	1	
196	4440	4140	4294953190	4294948349	1	
197	4440	4140	4294954387	4294949462	1	
198	4440	4140	4294955587	4294950580	1	
199	4440	4200	4294956790	4294951706	1	
200	4500	4200	4294957997	4294952833	1	
201	4500	4200	4294959208	4294953965	1	
202	4500	4200	4294960420	4294955100	1	
203	4500	4260	4294961637	4294956242	1	
204	4500	4260	4294962856	4294957385	1	
205	4560	4260	4294964078	4294958533	1	
206	4560	4260	4294965303	4294959685	1	
207	4560	4320	4294966531	4294960841	1	
208	4560	4320	465	4294962004	1	
209	4560	4320	1696	4294963168	1	
210	4560	4320	2931	4294964337	1	
211	4620	4380	4168	4294965510	1	
212	4620	4380	5411	4294966687	1	
213	4620	4380	6656	572	1	
214	4620	4380	7904	1754	1	
215	4620	4440	9154	2941	1	
216	4680	4440	10407	4131	1	
217	4680	4440	11661	5326	1	
218	4680	4440	12918	6524	1	
219	4680	4440	14179	7725	1	
220	4680	4440	15444	8927	1	
221	4740	4500	16713	10136	1	
222	4740	4500	17984	11346	1	
223	4740	4500	19257	12561	1	
224	4740	4500	20534	13778	1	
225	4740	4560	21814	15001	1	
226	4740	4560	23096	16227	1	
227	4800	4560	24381	17459	1	
228	4800	4560	25670	18692	1	
229	4800	4620	26959	19929	1	
230	4800	4620	28252	21164	1	
231	4800	4620	29548	22406	1	
232	4860	4620	30860	23649	1	
233	4860	4620	32172	24898	1	
234	3220984572	4680	4294935244	26153	1	
235	4860	4680	4294936558	27412	1	
236	4860	4680	4294937871	28673	1	
